-0.45	-0.176	0.797	0.62	-0.45
-0.726	-3.46	7.57	3.93	-1.63
-0.725	-3.46	7.56	3.93	-1.62
-0.725	-3.46	7.56	3.93	-1.62
-0.723	-3.46	7.56	3.93	-1.62
-0.722	-3.46	7.56	3.93	-1.62
-0.722	-3.46	7.56	3.93	-1.62
-0.72	-3.46	7.56	3.93	-1.62
-0.719	-3.46	7.56	3.93	-1.62
-0.718	-3.46	7.56	3.93	-1.62
-0.716	-3.46	7.55	3.94	-1.62
-0.715	-3.46	7.55	3.94	-1.62
-0.714	-3.46	7.55	3.94	-1.62
-0.714	-3.46	7.55	3.94	-1.62
-0.711	-3.45	7.55	3.94	-1.61
-0.709	-3.45	7.55	3.94	-1.61
-0.709	-3.45	7.55	3.94	-1.61
-0.708	-3.45	7.55	3.94	-1.61
-0.705	-3.45	7.54	3.94	-1.61
-0.703	-3.45	7.54	3.94	-1.61
-0.702	-3.45	7.54	3.94	-1.61
-0.702	-3.45	7.54	3.94	-1.61
-0.698	-3.45	7.53	3.95	-1.6
-0.696	-3.45	7.53	3.95	-1.6
-0.696	-3.45	7.53	3.95	-1.6
-0.695	-3.45	7.53	3.95	-1.6
-0.691	-3.45	7.52	3.95	-1.6
-0.689	-3.45	7.52	3.95	-1.59
-0.688	-3.45	7.52	3.95	-1.59
-0.688	-3.45	7.52	3.95	-1.59
-0.683	-3.45	7.51	3.95	-1.59
-0.681	-3.45	7.51	3.95	-1.59
-0.68	-3.45	7.51	3.95	-1.59
-0.679	-3.45	7.51	3.95	-1.59
-0.674	-3.44	7.5	3.96	-1.58
-0.672	-3.44	7.5	3.96	-1.58
-0.671	-3.44	7.5	3.96	-1.58
-0.671	-3.44	7.5	3.96	-1.58
-0.665	-3.44	7.49	3.96	-1.57
-0.663	-3.44	7.49	3.96	-1.57
-0.662	-3.44	7.49	3.96	-1.57
-0.662	-3.44	7.49	3.96	-1.57
-0.656	-3.44	7.48	3.97	-1.57
-0.653	-3.44	7.48	3.97	-1.57
-0.652	-3.44	7.48	3.97	-1.56
-0.652	-3.44	7.48	3.97	-1.56
-0.646	-3.44	7.47	3.98	-1.56
-0.644	-3.44	7.47	3.98	-1.56
-0.643	-3.44	7.47	3.98	-1.56
-0.642	-3.44	7.47	3.98	-1.56
-0.636	-3.43	7.46	3.98	-1.55
-0.633	-3.43	7.46	3.98	-1.55
-0.632	-3.43	7.46	3.98	-1.55
-0.632	-3.43	7.46	3.98	-1.55
-0.626	-3.43	7.44	3.99	-1.54
-0.623	-3.43	7.44	3.99	-1.54
-0.622	-3.43	7.44	3.99	-1.54
-0.622	-3.43	7.44	3.99	-1.54
-0.615	-3.43	7.43	4	-1.53
-0.612	-3.43	7.43	4	-1.53
-0.611	-3.43	7.43	4	-1.53
-0.611	-3.43	7.43	4	-1.53
-0.604	-3.43	7.42	4.01	-1.53
-0.602	-3.42	7.42	4.01	-1.52
-0.601	-3.42	7.42	4.01	-1.52
-0.6	-3.42	7.42	4.01	-1.52
-0.594	-3.42	7.4	4.02	-1.52
-0.591	-3.42	7.4	4.02	-1.52
-0.59	-3.42	7.4	4.02	-1.51
-0.59	-3.42	7.4	4.02	-1.51
-0.583	-3.42	7.39	4.02	-1.51
-0.58	-3.42	7.39	4.02	-1.51
-0.579	-3.42	7.39	4.02	-1.51
-0.579	-3.42	7.39	4.02	-1.51
-0.572	-3.42	7.38	4.03	-1.5
-0.57	-3.42	7.38	4.03	-1.5
-0.569	-3.42	7.38	4.03	-1.5
-0.568	-3.42	7.38	4.03	-1.5
-0.561	-3.41	7.36	4.04	-1.49
-0.559	-3.41	7.36	4.04	-1.49
-0.558	-3.41	7.36	4.04	-1.49
-0.558	-3.41	7.36	4.04	-1.49
-0.551	-3.41	7.35	4.05	-1.49
-0.548	-3.41	7.35	4.05	-1.48
-0.547	-3.41	7.35	4.05	-1.48
-0.547	-3.41	7.35	4.05	-1.48
-0.54	-3.41	7.34	4.06	-1.48
-0.538	-3.41	7.34	4.06	-1.48
-0.537	-3.41	7.34	4.06	-1.48
-0.537	-3.41	7.34	4.06	-1.47
-0.53	-3.4	7.32	4.07	-1.47
-0.528	-3.4	7.32	4.07	-1.47
-0.527	-3.4	7.32	4.07	-1.47
-0.527	-3.4	7.32	4.07	-1.47
-0.52	-3.4	7.31	4.08	-1.46
-0.518	-3.4	7.31	4.08	-1.46
-0.517	-3.4	7.31	4.08	-1.46
-0.517	-3.4	7.31	4.08	-1.46
-0.51	-3.4	7.3	4.09	-1.46
-0.508	-3.4	7.3	4.09	-1.45
-0.507	-3.4	7.3	4.09	-1.45
-0.507	-3.4	7.3	4.09	-1.45
-0.5	-3.4	7.28	4.1	-1.45
-0.498	-3.4	7.28	4.1	-1.45
-0.498	-3.4	7.28	4.1	-1.45
-0.497	-3.4	7.28	4.1	-1.45
-0.491	-3.39	7.27	4.11	-1.44
-0.489	-3.39	7.27	4.11	-1.44
-0.488	-3.39	7.27	4.11	-1.44
-0.488	-3.39	7.27	4.11	-1.44
-0.482	-3.39	7.26	4.12	-1.44
-0.48	-3.39	7.26	4.12	-1.43
-0.479	-3.39	7.26	4.12	-1.43
-0.479	-3.39	7.26	4.12	-1.43
-0.473	-3.39	7.25	4.13	-1.43
-0.471	-3.39	7.25	4.13	-1.43
-0.471	-3.39	7.25	4.13	-1.43
-0.471	-3.39	7.25	4.13	-1.43
-0.465	-3.38	7.23	4.14	-1.42
-0.463	-3.38	7.23	4.14	-1.42
-0.463	-3.38	7.23	4.14	-1.42
-0.462	-3.38	7.23	4.14	-1.42
-0.457	-3.38	7.22	4.15	-1.42
-0.455	-3.38	7.22	4.15	-1.42
-0.455	-3.38	7.22	4.15	-1.42
-0.449	-3.38	7.21	4.16	-1.41
-0.448	-3.38	7.21	4.16	-1.41
-0.447	-3.38	7.21	4.16	-1.41
-0.442	-3.37	7.2	4.17	-1.41
-0.44	-3.37	7.2	4.17	-1.41
-0.44	-3.37	7.2	4.17	-1.41
-0.435	-3.37	7.19	4.18	-1.4
-0.434	-3.37	7.19	4.18	-1.4
-0.433	-3.37	7.19	4.18	-1.4
-0.429	-3.37	7.18	4.19	-1.4
-0.427	-3.37	7.18	4.19	-1.4
-0.427	-3.37	7.18	4.19	-1.4
-0.423	-3.37	7.17	4.2	-1.4
-0.421	-3.37	7.17	4.2	-1.4
-0.421	-3.37	7.17	4.2	-1.39
-0.417	-3.36	7.16	4.21	-1.39
-0.416	-3.36	7.16	4.21	-1.39
-0.415	-3.36	7.16	4.21	-1.39
-0.412	-3.36	7.16	4.22	-1.39
-0.41	-3.36	7.16	4.22	-1.39
-0.41	-3.36	7.16	4.22	-1.39
-0.407	-3.36	7.15	4.23	-1.39
-0.406	-3.36	7.15	4.23	-1.39
-0.405	-3.36	7.15	4.23	-1.39
-0.402	-3.36	7.14	4.23	-1.38
-0.401	-3.36	7.14	4.23	-1.38
-0.401	-3.36	7.14	4.23	-1.38
-0.398	-3.36	7.14	4.24	-1.38
-0.397	-3.36	7.14	4.24	-1.38
-0.397	-3.36	7.14	4.24	-1.38
-0.395	-3.35	7.13	4.24	-1.38
-0.394	-3.35	7.13	4.24	-1.38
-0.394	-3.35	7.13	4.24	-1.38
-0.392	-3.35	7.13	4.25	-1.38
-0.391	-3.35	7.13	4.25	-1.38
-0.391	-3.35	7.13	4.25	-1.38
-0.389	-3.35	7.12	4.25	-1.38
-0.389	-3.35	7.12	4.25	-1.37
-0.387	-3.35	7.12	4.26	-1.37
-0.387	-3.35	7.12	4.26	-1.37
-0.386	-3.35	7.12	4.26	-1.37
